Index,Subscription Date
2897,30-07-2021
2898,02-05-2022
2899,28-05-2020
2900,26-06-2020
2901,15-10-2020
2902,26-12-2021
2903,25-04-2022
2904,21-05-2020
2905,22-03-2020
2906,23-05-2021
2907,20-03-2021
2908,16-11-2020
2909,08-12-2020
2910,26-05-2020
2911,23-05-2022
2912,27-10-2020
2913,05-01-2020
2914,22-12-2021
2915,09-05-2020
2916,01-11-2020
2917,06-01-2021
2918,22-03-2020
2919,24-05-2022
2920,25-02-2021
2921,13-04-2020
2922,05-05-2020
2923,06-11-2020
2924,19-01-2022
2925,04-06-2020
2926,11-07-2021
2927,02-03-2020
2928,22-02-2021
2929,07-04-2020
2930,23-08-2020
2931,13-02-2022
2932,26-02-2022
2933,14-08-2021
2934,02-01-2020
2935,15-03-2022
2936,25-01-2022
2937,03-02-2022
2938,23-03-2020
2939,27-10-2021
2940,26-02-2020
2941,02-05-2021
2942,29-01-2022
2943,10-06-2021
2944,22-06-2021
2945,10-04-2020
2946,24-09-2021
2947,19-01-2021
2948,04-10-2020
2949,05-11-2021
2950,17-05-2022
2951,23-12-2020
2952,14-04-2021
2953,02-07-2021
2954,24-02-2021
2955,09-01-2020
2956,09-06-2020
2957,28-11-2021
2958,06-05-2021
2959,04-06-2021
2960,08-04-2022
2961,28-08-2021
2962,06-06-2021
2963,22-03-2020
2964,03-07-2021
2965,10-08-2021
2966,06-03-2021
2967,30-06-2020
2968,13-02-2022
2969,15-03-2020
2970,22-06-2021
2971,10-11-2020
2972,21-03-2022
2973,14-03-2021
2974,29-05-2021
2975,02-03-2022
2976,21-01-2021
2977,21-09-2021
2978,29-12-2020
2979,06-01-2022
2980,16-11-2020
2981,26-06-2020
2982,18-05-2020
2983,01-01-2020
2984,10-11-2020
2985,29-08-2021
2986,26-03-2021
2987,28-06-2021
2988,20-11-2020
2989,21-07-2021
2990,16-08-2021
2991,16-02-2020
2992,05-07-2021
2993,09-09-2020
2994,21-06-2020
2995,26-09-2020
2996,05-04-2020
2997,29-08-2020
2998,06-03-2021
2999,14-01-2020
3000,03-03-2021
3001,22-05-2020
3002,31-08-2021
3003,20-01-2021
3004,04-12-2020
3005,13-10-2021
3006,14-05-2020
3007,14-03-2021
3008,17-07-2020
3009,01-04-2022
3010,07-09-2020
3011,11-11-2020
3012,27-04-2021
3013,03-02-2021
3014,25-09-2021
3015,17-05-2022
3016,31-07-2020
3017,11-07-2020
3018,10-01-2020
3019,20-01-2021
3020,31-01-2022
3021,06-05-2020
3022,21-12-2020
3023,30-08-2021
3024,26-10-2021
3025,16-05-2022
3026,21-12-2021
3027,12-02-2021
3028,08-09-2021
3029,24-01-2021
3030,27-04-2020
3031,19-05-2022
3032,16-09-2021
3033,13-05-2022
3034,20-10-2021
3035,21-10-2020
3036,30-01-2021
3037,13-03-2021
3038,25-05-2021
3039,02-03-2022
3040,13-04-2021
3041,16-03-2022
3042,13-05-2021
3043,18-02-2020
3044,21-01-2020
3045,26-01-2020
3046,03-12-2021
3047,24-04-2022
3048,08-09-2021
3049,21-09-2021
3050,13-10-2020
3051,11-03-2020
3052,07-02-2022
3053,30-12-2020
3054,17-03-2022
3055,27-12-2020
3056,05-06-2021
3057,11-08-2020
3058,12-08-2020
3059,26-12-2021
3060,09-04-2020
3061,21-01-2021
3062,30-11-2021
3063,22-01-2020
3064,19-02-2021
3065,07-05-2022
3066,28-11-2021
3067,10-05-2021
3068,26-04-2022
3069,26-01-2020
3070,18-09-2020
3071,29-08-2020
3072,25-04-2021
3073,01-08-2021
3074,16-01-2021
3075,05-11-2021
3076,06-02-2020
3077,09-03-2021
3078,17-05-2021
3079,08-11-2021
3080,02-03-2020
3081,26-01-2022
3082,08-10-2020
3083,07-12-2020
3084,29-01-2020
3085,06-04-2020
3086,30-07-2021
3087,24-03-2020
3088,14-03-2020
3089,19-11-2021
3090,03-04-2020
3091,08-06-2021
3092,14-03-2020
3093,25-09-2020
3094,27-07-2020
3095,26-11-2021
3096,19-07-2021
3097,08-03-2020
3098,07-02-2020
3099,01-10-2021
3100,20-05-2021
3101,26-05-2020
3102,31-07-2021
3103,24-06-2021
3104,16-02-2021
3105,18-09-2020
3106,03-01-2022
3107,08-01-2020
3108,05-12-2021
3109,24-12-2020
3110,10-04-2020
3111,01-05-2021
3112,03-08-2021
3113,07-02-2020
3114,17-03-2022
3115,05-10-2020
3116,19-11-2020
3117,14-03-2021
3118,26-12-2020
3119,30-10-2020
3120,13-02-2022
3121,31-03-2020
3122,26-09-2021
3123,18-05-2021
3124,13-04-2022
3125,08-09-2021
3126,12-11-2020
3127,03-02-2022
3128,21-10-2020
3129,17-10-2021
3130,09-10-2020
3131,27-02-2022
3132,25-01-2021
3133,26-04-2022
3134,24-03-2020
3135,02-10-2021
3136,25-03-2020
3137,13-03-2022
3138,23-04-2022
3139,28-06-2021
3140,27-09-2020
3141,10-02-2021
3142,07-03-2021
3143,06-06-2020
3144,18-04-2020
3145,29-05-2022
3146,27-10-2020
3147,04-01-2021
3148,25-05-2022
3149,23-08-2020
3150,18-11-2020
3151,16-06-2020
3152,12-10-2021
3153,23-04-2020
3154,22-06-2021
3155,29-11-2020
3156,02-02-2021
3157,20-01-2020
3158,01-02-2021
3159,07-02-2022
3160,25-06-2020
3161,26-08-2021
3162,20-04-2021
3163,28-04-2022
3164,20-09-2021
3165,28-11-2020
3166,03-11-2021
3167,30-04-2022
3168,24-02-2021
3169,31-03-2020
3170,18-04-2020
3171,05-01-2020
3172,26-09-2021
3173,06-08-2020
3174,21-10-2021
3175,12-04-2022
3176,09-03-2020
3177,22-07-2020
3178,06-08-2021
3179,20-05-2020
3180,20-11-2021
3181,06-12-2021
3182,28-11-2021
3183,14-02-2022
3184,24-12-2021
3185,04-02-2020
3186,13-01-2021
3187,03-10-2021
3188,16-06-2020
3189,03-06-2020
3190,05-02-2020
3191,02-09-2021
3192,08-10-2020
3193,12-02-2021
3194,14-01-2020
3195,01-10-2021
3196,12-03-2022
3197,21-02-2022
3198,25-02-2021
3199,03-03-2020
3200,29-07-2020
3201,12-07-2020
3202,23-08-2021
3203,15-03-2020
3204,15-07-2020
3205,16-01-2021
3206,02-01-2020
3207,04-01-2022
3208,17-02-2021
3209,16-02-2020
3210,22-08-2020
3211,24-11-2020
3212,22-12-2020
3213,14-04-2020
3214,02-12-2020
3215,30-06-2020
3216,25-01-2020
3217,19-11-2021
3218,10-02-2022
3219,19-04-2020
3220,16-07-2020
3221,22-05-2021
3222,28-10-2020
3223,05-09-2021
3224,19-01-2022
3225,10-06-2020
3226,20-04-2022
3227,20-11-2021
3228,11-04-2021
3229,17-11-2021
3230,03-09-2021
3231,27-03-2022
3232,17-11-2021
3233,29-03-2021
3234,21-02-2020
3235,24-03-2020
3236,04-12-2020
3237,18-01-2021
3238,01-09-2020
3239,28-09-2020
3240,11-10-2020
3241,08-12-2021
3242,07-01-2022
3243,01-05-2021
3244,05-08-2021
3245,15-10-2020
3246,20-01-2020
3247,01-01-2022
3248,27-10-2021
3249,09-06-2021
3250,26-04-2021
3251,24-05-2020
3252,15-12-2021
3253,05-02-2020
3254,28-02-2021
3255,27-08-2020
3256,28-05-2020
3257,15-12-2021
3258,01-09-2020
3259,14-11-2021
3260,14-09-2021
3261,29-05-2020
3262,08-08-2020
3263,10-05-2021
3264,23-05-2021
3265,19-03-2020
3266,02-04-2022
3267,11-05-2022
3268,21-08-2020
3269,18-02-2020
3270,06-08-2020
3271,15-04-2022
3272,18-05-2020
3273,09-08-2020
3274,27-07-2021
3275,14-11-2021
3276,03-04-2022
3277,14-11-2021
3278,29-01-2021
3279,19-01-2021
3280,11-10-2021
3281,22-07-2021
3282,29-01-2020
3283,29-10-2021
3284,24-03-2022
3285,18-02-2020
3286,02-05-2021
3287,27-06-2020
3288,27-03-2022
3289,25-12-2020
3290,19-02-2022
3291,04-10-2021
3292,11-12-2020
3293,28-08-2020
3294,03-04-2020
3295,21-12-2020
3296,03-12-2021
3297,03-01-2022
3298,27-04-2022
3299,05-08-2021
3300,25-06-2020
3301,24-06-2021
3302,21-07-2021
3303,27-01-2022
3304,24-08-2020
3305,09-10-2020
3306,26-02-2021
3307,03-03-2020
3308,30-12-2020
3309,07-02-2020
3310,08-12-2021
3311,06-08-2020
3312,22-01-2020
3313,03-03-2021
3314,14-02-2021
3315,16-12-2020
3316,25-09-2020
3317,03-06-2020
3318,23-12-2020
3319,18-04-2021
3320,10-02-2022
3321,21-02-2022
3322,05-07-2020
3323,01-09-2020
3324,05-05-2020
3325,02-03-2020
3326,15-08-2021
3327,18-04-2020
3328,02-10-2020
3329,04-09-2021
3330,05-12-2020
3331,09-09-2020
3332,11-04-2021
3333,15-09-2020
3334,15-06-2020
3335,16-12-2020
3336,13-07-2021
3337,15-01-2021
3338,27-11-2021
3339,28-04-2022
3340,29-03-2022
3341,15-12-2021
3342,19-05-2021
3343,25-03-2021
3344,17-03-2022
3345,05-02-2022
3346,07-06-2020
3347,06-01-2021
3348,03-04-2020
3349,25-06-2021
3350,23-05-2022
3351,18-03-2022
3352,23-01-2021
3353,29-08-2020
3354,14-04-2022
3355,10-02-2022
3356,20-09-2020
3357,25-08-2021
3358,12-03-2022
3359,01-11-2020
3360,12-11-2021
3361,16-05-2022
3362,29-06-2021
3363,24-06-2021
3364,30-06-2021
3365,17-07-2021
3366,13-08-2020
3367,20-08-2020
3368,06-04-2022
3369,26-03-2022
3370,06-01-2022
3371,14-10-2021
3372,12-10-2021
3373,16-04-2021
3374,02-12-2021
3375,28-09-2021
3376,18-05-2020
3377,07-12-2021
3378,10-01-2021
3379,04-12-2021
3380,01-09-2020
3381,16-08-2021
3382,20-11-2020
3383,05-11-2020
3384,06-09-2020
3385,10-09-2020
3386,23-02-2021
3387,19-01-2021
3388,05-03-2022
3389,01-07-2020
3390,15-09-2021
3391,25-03-2020
3392,30-04-2021
3393,25-06-2021
3394,04-10-2021
3395,28-01-2021
3396,25-02-2021
3397,13-02-2021
3398,02-02-2021
3399,24-05-2021
3400,13-04-2020
3401,28-12-2021
3402,20-08-2020
3403,27-05-2022
3404,10-01-2021
3405,11-03-2020
3406,13-05-2022
3407,12-01-2021
3408,19-11-2020
3409,24-09-2021
3410,15-09-2021
3411,05-11-2020
3412,07-06-2020
3413,23-04-2022
3414,22-02-2022
3415,21-03-2022
3416,26-04-2022
3417,25-11-2021
3418,06-12-2020
3419,07-05-2021
3420,02-05-2022
3421,01-04-2021
3422,21-04-2022
3423,19-06-2020
3424,28-04-2021
3425,12-04-2022
3426,08-12-2020
3427,18-01-2021
3428,27-05-2022
3429,28-08-2021
3430,28-08-2021
3431,10-09-2020
3432,29-05-2022
3433,16-11-2021
3434,06-09-2021
3435,03-05-2021
3436,20-09-2020
3437,17-05-2021
3438,28-09-2021
3439,14-11-2021
3440,22-07-2021
3441,09-01-2022
3442,14-04-2020
3443,01-11-2020
3444,17-10-2020
3445,17-01-2022
3446,08-12-2020
3447,19-11-2020
3448,03-08-2020
3449,30-04-2021
3450,30-03-2020
3451,04-10-2021
3452,23-11-2021
3453,19-04-2021
3454,08-02-2022
3455,18-01-2020
3456,13-01-2020
3457,13-03-2021
3458,01-02-2020
3459,20-01-2022
3460,02-02-2020
3461,05-05-2021
3462,04-07-2021
3463,27-01-2022
3464,15-10-2020
3465,18-12-2021
3466,15-12-2020
3467,28-04-2022
3468,16-03-2022
3469,22-12-2021
3470,11-09-2021
3471,01-07-2020
3472,12-03-2020
3473,02-11-2021
3474,31-03-2022
3475,16-01-2020
3476,15-08-2021
3477,25-08-2020
3478,01-02-2021
3479,11-03-2021
3480,14-09-2020
3481,16-05-2020
3482,26-02-2021
3483,29-06-2021
3484,06-12-2020
3485,05-06-2021
3486,16-10-2020
3487,10-09-2020
3488,29-05-2020
3489,15-10-2020
3490,15-01-2021
3491,30-08-2021
3492,26-02-2022
3493,25-01-2022
3494,03-01-2020
3495,04-09-2021
3496,10-04-2020
3497,20-05-2022
3498,09-01-2022
3499,25-08-2021
3500,23-02-2022
3501,01-12-2020
3502,21-10-2020
3503,18-01-2022
3504,25-11-2020
3505,19-03-2022
3506,27-08-2020
3507,13-09-2021
3508,08-03-2021
3509,14-05-2021
3510,16-04-2021
3511,26-11-2021
3512,15-06-2020
3513,22-12-2020
3514,19-09-2020
3515,15-12-2021
3516,02-03-2022
3517,10-03-2022
3518,17-12-2020
3519,12-02-2020
3520,08-06-2020
3521,13-07-2021
3522,17-09-2020
3523,19-01-2022
3524,30-06-2021
3525,28-05-2022
3526,17-03-2020
3527,23-01-2021
3528,13-05-2020
3529,20-01-2022
3530,25-09-2020
3531,12-01-2020
3532,27-12-2020
3533,13-10-2020
3534,24-04-2020
3535,25-08-2020
3536,20-03-2020
3537,05-04-2022
3538,04-12-2021
3539,22-08-2020
3540,05-07-2020
3541,31-03-2021
3542,21-04-2022
3543,22-11-2020
3544,25-10-2020
3545,01-10-2020
3546,11-08-2021
3547,17-10-2021
3548,16-04-2021
3549,22-01-2020
3550,01-05-2021
3551,15-12-2020
3552,01-02-2020
3553,07-12-2021
3554,24-09-2021
3555,12-05-2021
3556,03-11-2020
3557,12-05-2020
3558,03-02-2021
3559,10-07-2020
3560,15-08-2020
3561,09-11-2020
3562,23-05-2022
3563,11-05-2022
3564,07-12-2021
3565,25-05-2021
3566,11-10-2021
3567,12-08-2021
3568,27-09-2020
3569,08-01-2022
3570,20-06-2020
3571,04-04-2021
3572,16-06-2020
3573,04-10-2020
3574,06-03-2021
3575,03-05-2020
3576,19-12-2021
3577,23-06-2020
3578,12-08-2020
3579,20-08-2020
3580,07-07-2020
3581,15-11-2020
3582,22-10-2020
3583,26-01-2021
3584,18-05-2021
3585,21-01-2022
3586,13-02-2021
3587,18-06-2021
3588,22-07-2021
3589,20-06-2020
3590,29-01-2020
3591,01-05-2020
3592,26-04-2020
3593,06-05-2020
3594,24-05-2021
3595,21-04-2021
3596,11-04-2021
3597,27-04-2020
3598,16-06-2021
3599,22-01-2020
3600,12-06-2020
3601,30-10-2020
3602,29-04-2021
3603,26-12-2020
3604,04-08-2021
3605,21-01-2020
3606,15-11-2021
3607,09-08-2021
3608,01-02-2021
3609,20-03-2021
3610,31-07-2021
3611,13-02-2022
3612,19-03-2022
3613,12-05-2021
3614,21-03-2022
3615,01-04-2022
3616,05-01-2022
3617,07-03-2021
3618,05-07-2021
3619,28-10-2021
3620,14-03-2022
3621,13-04-2020
3622,17-09-2021
3623,11-04-2021
3624,12-02-2022
3625,04-06-2020
3626,10-10-2021
3627,15-03-2021
3628,19-09-2021
3629,02-12-2021
3630,07-06-2021
3631,04-10-2021
3632,10-05-2022
3633,04-06-2020
3634,10-04-2021
3635,21-02-2021
3636,12-11-2021
3637,24-01-2022
3638,13-09-2020
3639,25-05-2020
3640,13-09-2020
3641,19-05-2021
3642,11-07-2021
3643,06-03-2020
3644,20-02-2020
3645,24-05-2021
3646,19-08-2020
3647,13-12-2020
3648,30-03-2020
3649,20-08-2021
3650,09-12-2020
3651,05-02-2021
3652,07-01-2021
3653,18-01-2022
3654,26-01-2020
3655,03-06-2021
3656,19-10-2020
3657,28-02-2020
3658,18-10-2020
3659,20-10-2021
3660,19-05-2021
3661,13-07-2021
3662,08-06-2021
3663,11-12-2020
3664,26-04-2020
3665,01-03-2021
3666,28-02-2022
3667,14-06-2021
3668,05-02-2021
3669,11-09-2021
3670,17-06-2021
3671,09-07-2021
3672,09-10-2020
3673,11-05-2022
3674,11-08-2021
3675,11-12-2021
3676,04-06-2020
3677,25-12-2020
3678,03-01-2022
3679,28-03-2021
3680,20-01-2022
3681,19-10-2021
3682,25-11-2020
3683,21-01-2020
3684,19-05-2022
3685,03-03-2021
3686,18-01-2021
3687,25-03-2022
3688,29-01-2021
3689,23-03-2022
3690,26-04-2022
3691,01-10-2020
3692,22-03-2020
3693,08-08-2020
3694,07-12-2021
3695,06-02-2021
3696,01-09-2020
3697,20-03-2020
3698,08-04-2022
3699,04-01-2022
3700,21-02-2020
3701,29-12-2021
3702,09-08-2021
3703,28-03-2021
3704,04-01-2022
3705,10-06-2020
3706,15-09-2020
3707,16-03-2020
3708,19-04-2022
3709,25-05-2020
3710,21-03-2020
3711,26-11-2020
3712,23-04-2022
3713,25-09-2020
3714,28-07-2020
3715,18-09-2021
3716,11-06-2021
3717,02-05-2020
3718,07-02-2022
3719,10-06-2020
3720,10-04-2022
3721,27-06-2021
3722,31-12-2021
3723,05-12-2020
3724,08-09-2020
3725,16-06-2020
3726,07-11-2021
3727,16-05-2020
3728,24-11-2021
3729,16-02-2022
3730,27-07-2020
3731,27-09-2021
3732,12-10-2021
3733,16-03-2021
3734,09-02-2020
3735,05-01-2020
3736,11-10-2020
3737,15-08-2020
3738,12-04-2021
3739,07-06-2021
3740,28-04-2021
3741,25-12-2020
3742,20-12-2021
3743,14-01-2021
3744,10-10-2020
3745,14-01-2022
3746,18-08-2020
3747,21-09-2020
3748,19-09-2020
3749,30-05-2021
3750,21-10-2021
3751,30-11-2021
3752,27-12-2021
3753,17-01-2020
3754,25-04-2020
3755,25-11-2021
3756,10-03-2022
3757,21-06-2021
3758,15-01-2020
3759,10-03-2020
3760,30-07-2020
3761,20-01-2021
3762,24-09-2020
3763,11-05-2020
3764,25-12-2021
3765,08-11-2021
3766,13-04-2020
3767,01-02-2020
3768,27-02-2022
3769,16-10-2020
3770,15-05-2022
3771,08-12-2021
3772,23-02-2021
3773,23-09-2021
3774,02-11-2020
3775,07-11-2020
3776,03-07-2020
3777,06-02-2020
3778,26-05-2022
3779,20-06-2020
3780,15-11-2020
3781,29-06-2021
3782,06-12-2020
3783,05-04-2021
3784,29-06-2021
3785,15-04-2020
3786,26-08-2020
3787,02-05-2021
3788,13-06-2021
3789,25-01-2022
3790,26-12-2021
3791,11-07-2021
3792,14-04-2020
3793,16-10-2020
3794,30-03-2021
3795,16-04-2021
3796,31-01-2022
3797,10-05-2020
3798,18-02-2021
3799,18-02-2022
3800,27-06-2020
3801,16-08-2020
3802,28-02-2021
3803,04-05-2021
3804,28-05-2021
3805,12-03-2022
3806,01-01-2022
3807,21-05-2022
3808,26-11-2021
3809,17-02-2020
3810,08-01-2020
3811,12-03-2022
3812,25-03-2022
3813,30-03-2020
3814,15-02-2020
3815,03-11-2020
3816,17-06-2020
3817,06-04-2022
3818,11-10-2020
3819,25-01-2022
3820,14-04-2021
3821,12-01-2022
3822,28-09-2021
3823,26-02-2021
3824,01-11-2021
3825,20-10-2021
3826,19-11-2020
3827,21-02-2022
3828,24-07-2021
3829,17-08-2021
3830,18-02-2021
3831,09-10-2020
3832,22-03-2022
3833,09-02-2020
3834,14-03-2020
3835,28-10-2021
3836,10-11-2020
3837,08-08-2020
3838,05-12-2021
3839,23-03-2021
3840,19-01-2021
3841,07-11-2020
3842,21-02-2022
3843,30-01-2022
3844,06-11-2020
3845,17-05-2020
3846,17-06-2020
3847,13-12-2021
3848,12-11-2021
3849,20-03-2020
3850,05-01-2022
3851,22-04-2021
3852,26-12-2020
3853,17-08-2020
3854,19-10-2021
3855,09-05-2020
3856,08-11-2020
3857,04-01-2021
3858,27-04-2022
3859,04-12-2021
3860,05-04-2021
3861,22-03-2022
3862,17-04-2022
3863,28-08-2020
3864,10-11-2021
3865,21-09-2020
3866,29-01-2020
3867,28-10-2020
3868,23-02-2022
3869,04-06-2020
3870,23-07-2021
3871,10-02-2020
3872,03-09-2020
3873,24-08-2020
3874,15-11-2021
3875,12-11-2021
3876,09-07-2020
3877,12-03-2021
3878,20-12-2020
3879,29-03-2022
3880,12-06-2021
3881,06-04-2020
3882,01-02-2020
3883,17-05-2022
3884,25-03-2021
3885,20-08-2021
3886,26-08-2021
3887,21-01-2020
3888,31-07-2021
3889,06-04-2021
3890,06-02-2022
3891,16-03-2022
3892,31-07-2020
3893,15-01-2022
3894,03-06-2020
3895,23-06-2020
3896,17-03-2021
3897,29-06-2021
3898,30-05-2021
3899,16-07-2021
3900,13-05-2021
3901,11-12-2020
3902,13-02-2021
3903,07-05-2022
3904,25-10-2021
3905,16-01-2021
3906,23-07-2020
3907,02-07-2021
3908,04-07-2020
3909,09-05-2021
3910,01-07-2021
3911,30-12-2020
3912,30-01-2021
3913,16-10-2020
3914,03-11-2021
3915,28-03-2022
3916,15-12-2020
3917,22-02-2022
3918,24-12-2021
3919,21-01-2021
3920,05-01-2020
3921,27-08-2020
3922,22-06-2020
3923,04-12-2020
3924,14-03-2020
3925,01-03-2021
3926,27-02-2022
3927,22-11-2020
3928,28-03-2021
3929,11-03-2022
3930,21-08-2021
3931,23-06-2021
3932,20-08-2020
3933,17-08-2020
3934,02-02-2020
3935,30-03-2021
3936,27-03-2020
3937,01-11-2021
3938,04-05-2022
3939,08-03-2021
3940,15-12-2020
3941,04-11-2021
3942,19-07-2020
3943,30-09-2021
3944,17-09-2021
3945,14-10-2021
3946,20-02-2021
3947,20-01-2020
3948,14-11-2021
3949,25-07-2020
3950,25-05-2022
3951,15-07-2021
3952,28-07-2020
3953,10-09-2020
3954,25-02-2022
3955,05-11-2021
3956,28-11-2021
3957,02-06-2020
3958,02-06-2020
3959,05-02-2022
3960,15-08-2021
3961,28-02-2020
3962,16-12-2021
3963,31-10-2021
3964,14-12-2020
3965,06-08-2021
3966,06-09-2020
3967,19-04-2022
3968,29-09-2021
3969,20-08-2021
3970,27-10-2020
3971,21-02-2021
3972,26-03-2021
3973,01-02-2021
3974,17-04-2021
3975,25-05-2022
3976,29-10-2020
3977,02-08-2021
3978,06-08-2021
3979,01-01-2020
3980,27-12-2020
3981,12-09-2020
3982,02-05-2022
3983,01-04-2022
3984,22-06-2021
3985,30-03-2020
3986,26-06-2020
3987,23-02-2021
3988,10-12-2020
3989,19-12-2020
3990,04-11-2020
3991,13-04-2020
3992,28-06-2021
3993,25-11-2021
3994,10-05-2022
3995,19-10-2020
3996,09-02-2020
3997,20-09-2020
3998,03-08-2021
3999,07-10-2021
4000,03-01-2022
4001,02-09-2020
4002,03-04-2021
4003,22-06-2020
4004,23-05-2021
4005,04-02-2022
4006,11-08-2020
4007,04-11-2020
4008,10-01-2021
4009,24-03-2020
4010,28-04-2020
4011,16-12-2021
4012,30-04-2022
4013,27-03-2021
4014,28-07-2021
4015,14-05-2021
4016,10-04-2022
4017,23-04-2022
4018,31-05-2021
4019,20-09-2021
4020,20-12-2020
4021,02-01-2022
4022,05-02-2020
4023,27-02-2022
4024,10-02-2022
4025,24-06-2021
4026,31-01-2022
4027,01-05-2022
4028,20-03-2020
4029,18-10-2020
4030,19-02-2021
4031,10-02-2022
4032,25-05-2020
4033,29-10-2020
4034,02-02-2020
4035,25-05-2021
4036,21-12-2021
4037,04-05-2022
4038,13-03-2021
4039,04-06-2020
4040,26-07-2021
4041,02-02-2021
4042,18-07-2021
4043,31-07-2020
4044,17-03-2022
4045,13-03-2020
4046,12-08-2021
4047,28-12-2021
4048,13-05-2020
4049,16-04-2021
4050,06-12-2021
4051,25-12-2021
4052,01-01-2021
4053,17-05-2022
4054,04-05-2020
4055,25-03-2021
4056,13-12-2021
4057,22-11-2021
4058,08-01-2022
4059,13-09-2020
4060,07-03-2021
4061,13-03-2021
4062,05-12-2021
4063,22-05-2020
4064,28-10-2020
4065,09-07-2020
4066,19-12-2021
4067,02-03-2022
4068,03-07-2021
4069,10-01-2022
4070,22-08-2021
4071,22-03-2022
4072,08-05-2021
4073,23-12-2020
4074,11-11-2021
4075,20-10-2021
4076,02-10-2020
4077,30-12-2021
4078,17-09-2021
4079,26-08-2021
4080,11-06-2020
4081,21-10-2021
4082,16-08-2020
4083,13-09-2021
4084,10-07-2021
4085,13-07-2020
4086,02-06-2020
4087,06-11-2020
4088,31-01-2020
4089,23-03-2022
4090,17-01-2021
4091,14-10-2021
4092,21-07-2020
4093,04-05-2022
4094,03-03-2020
4095,01-11-2020
4096,10-12-2021
4097,14-05-2022
4098,06-12-2020
4099,28-04-2022
4100,16-06-2020
4101,13-01-2021
4102,29-10-2021
4103,04-01-2022
4104,08-02-2022
4105,07-05-2022
4106,24-09-2020
4107,25-05-2022
4108,27-12-2021
4109,01-07-2020
4110,20-06-2020
4111,29-06-2020
4112,06-12-2020
4113,13-01-2020
4114,10-02-2021
4115,31-08-2020
4116,08-03-2021
4117,03-08-2021
4118,16-05-2020
4119,05-03-2020
4120,18-03-2022
4121,17-03-2022
4122,28-04-2020
4123,02-07-2021
4124,27-07-2020
4125,08-04-2022
4126,03-06-2020
4127,25-09-2021
4128,28-06-2021
4129,30-04-2021
4130,17-04-2022
4131,19-02-2022
4132,04-10-2021
4133,14-03-2020
4134,21-04-2022
4135,27-10-2021
4136,03-01-2022
4137,12-09-2020
4138,28-11-2021
4139,02-05-2020
4140,01-10-2020
4141,10-06-2021
4142,17-07-2020
4143,08-07-2020
4144,18-05-2020
4145,25-12-2021
4146,19-07-2021
4147,29-12-2021
4148,23-11-2021
4149,04-03-2021
4150,03-12-2021
4151,24-05-2021
4152,19-04-2022
4153,18-04-2021
4154,13-04-2020
4155,17-12-2020
4156,13-03-2021
4157,24-02-2020
4158,05-05-2022
4159,04-07-2021
4160,22-08-2021
4161,23-03-2020
4162,08-09-2020
4163,02-06-2020
4164,11-01-2022
4165,07-12-2021
4166,02-01-2020
4167,02-08-2021
4168,13-01-2021
4169,08-12-2021
4170,05-06-2021
4171,10-11-2021
4172,25-04-2021
4173,02-06-2021
4174,02-05-2021
4175,28-03-2022
4176,13-01-2021
4177,19-02-2021
4178,11-05-2022
4179,12-02-2022
4180,19-09-2020
4181,20-06-2021
4182,24-09-2020
4183,04-12-2021
4184,18-05-2020
4185,12-01-2022
4186,14-09-2020
4187,07-05-2020
4188,09-01-2022
4189,30-01-2021
4190,07-10-2021
4191,07-01-2020
4192,14-01-2022
4193,09-09-2020
4194,20-03-2021
4195,25-05-2022
4196,17-04-2021
4197,25-08-2020
4198,15-08-2020
4199,11-10-2021
4200,13-10-2021
4201,18-11-2020
4202,29-07-2020
4203,15-09-2020
4204,15-02-2022
4205,10-01-2020
4206,19-02-2022
4207,27-02-2022
4208,19-12-2020
4209,02-12-2021
4210,30-12-2021
4211,24-05-2021
4212,06-01-2021
4213,27-10-2020
4214,24-01-2022
4215,22-08-2021
4216,03-06-2020
4217,28-01-2020
4218,18-10-2021
4219,09-11-2020
4220,16-06-2020
4221,13-05-2021
4222,05-05-2020
4223,26-05-2020
4224,05-05-2020
4225,04-07-2020
4226,15-10-2021
4227,28-02-2020
4228,14-10-2020
4229,08-04-2020
4230,13-07-2021
4231,11-08-2020
4232,06-11-2021
4233,23-06-2021
4234,09-04-2021
4235,20-08-2020
4236,12-05-2020
4237,19-06-2020
4238,31-08-2021
4239,26-11-2021
4240,13-04-2021
4241,05-10-2020
4242,12-05-2021
4243,12-05-2021
4244,15-03-2020
4245,25-01-2020
4246,22-08-2021
4247,21-10-2021
4248,30-05-2020
4249,08-06-2021
4250,19-07-2021
4251,21-03-2020
4252,15-05-2021
4253,29-06-2020
4254,26-05-2021
4255,24-08-2020
4256,14-07-2021
4257,14-07-2021
4258,20-11-2020
4259,20-02-2022
4260,13-09-2021
4261,21-09-2021
4262,20-01-2020
4263,15-09-2021
4264,13-08-2020
4265,03-04-2020
4266,28-05-2020
4267,25-05-2020
4268,06-03-2022
4269,01-01-2021
4270,13-04-2020
4271,04-01-2021
4272,02-07-2021
4273,19-01-2021
4274,06-05-2020
4275,17-09-2020
4276,15-04-2021
4277,20-01-2021
4278,13-12-2021
4279,15-04-2021
4280,04-03-2021
4281,19-11-2021
4282,30-04-2022
4283,01-04-2022
4284,03-12-2020
4285,18-07-2021
4286,12-05-2020
4287,30-08-2020
4288,22-07-2020
4289,10-06-2020
4290,12-01-2021
4291,03-12-2021
4292,07-07-2020
4293,25-07-2021
4294,26-11-2021
4295,02-02-2020
